"gvkey","tic","aco","acominc","ao","aoloch","aqc","bkvlps","caps","ch","chech","csho","cstk","dlc","dltt","dvt","ebit","epspi","nopi","re","rect","revt","siv","sstk","teq","tstk","wcap","restmt_at_mag","restmt_capx_mag","restmt_cogs_mag","restmt_epspi_mag","restmt_ni_mag","restmt_nopi_mag","restmt_reuna_mag","restmt_teq_mag","restmt_txt_mag","restmt_wcap_mag","restmt_xint_mag","cshtrd_m","prccd_m","prcod_m","trfd_m","trfm_m","pe_ratio","wc_ratio","de_ratio","roe_ratio","sp_rating_target","restmt_at_target","restmt_capx_target","restmt_cogs_target","restmt_dltt_target","restmt_epspi_target","restmt_ib_target","restmt_ni_target","restmt_nopi_target","restmt_reuna_target","restmt_teq_target","restmt_txt_target","restmt_wcap_target","restmt_xint_target","litigated","litigation_settlement"
146564,"BAZI.1",0.3745,0,0,0.077,0,-0.06515,28.142,0.0335,-0.0095,35.2495,0.035,0.113,0.959,0,-2.6735,-0.145,5e-04,-29.993,0.0035,1.7705,0,0.709,-1.816,0,-0.8955,0,0,0,0,0,-27250,0,0,0,0,0,23472.5922330097,0.120303276699029,7.54964745145631,1.63080093,1,-0.829677770338132,0.189643871531571,-1.2601872246696,2.02780837004405,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
147308,"HCEI",0,0,0.075,-0.188,0,0.0247,1.9135,0.086,0.007,99.1005,0.099,0,0,0,0.194,1e-06,0,0.337,0.7975,1.6495,0,0.2595,2.41,0,0.4915,0,0,0,0,0,0,0,0,0,0,0,116528.201407212,0.817529903254178,4.97832357080035,1.40915624,1,817529.903254178,2.00203873598369,0.203526970954357,0.0701244813278008,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
147708,"CVGW",6.72725,8.4245,2.127,0.54,4.55325,7.019325,50.725,4.74,1.78825,15.0065,0.01425,24.41525,11.291,9.21825,25.5845,1.0725,1.0095,54.89,49.094,540.8625,0.54925,0.911,105.62775,0,11.36225,0,0,-0.039,0,0,-98.88775,0,0,0,0,0,58381.0562390158,24.8803072934974,24.8660510544815,1.30772268100176,1.29699768304553,23.1984217188787,0.908601103176503,0.850453597657812,0.149660008851841,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
149379,"SPU",0.5675,13.94175,14.3285,-2.42625,0,5.58975,59.1895,63.73825,13.121,26.17575,0.0265,15.64825,2,0,23.57625,0.64,1.31775,87.39075,41.97125,89.65325,0,6.7535,153.10525,0,85.237,0,0,0,0,0,0,0,0,0,0,0,83394.5351493849,2.92589648506151,2.93655588752197,1.25105544,1,4.57171325790861,3.69766085188096,0.20152966668354,0.105687100866887,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",2200000
150049,"TBV",4.231,23.394,23.212,30.809,0,2.6108,18.35,10.156,8.307,71.334,0.071,3.025,18.451,0,6.804,0.07,0.055,167.817,28.436,41.345,0,0,196.739,0,-10.288,0,0,0,0,0,-420,0,0,0,0,0,11970.6354679803,1.73165960591133,3.31258583743842,1.00005864413793,1.00119047619048,24.7379943701619,0.546839608289478,0.45104935981173,0.0245807897773192,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
151161,"OFI",2.83266666666667,0,1.85766666666667,0.068,0,2.59163333333333,11.6993333333333,4.474,-1.149,15.8976666666667,0.158666666666667,2.24766666666667,7.99033333333333,0,7.46733333333333,0.256666666666667,-0.00133333333333333,29.354,14.538,186.029666666667,0,0.0156666666666667,41.212,0,23.7373333333333,0,0,0,0,0,2541.66666666667,0,0,0,0,0,36109.2866593164,4.88066615214994,12.8071137816979,1.99789295,1,19.0155824109738,1.55827152020695,0.612815037691287,0.0981267591963506,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
158743,"BGS",7.774,-7.7495,20.076,-3.726,162.6375,5.9323,192.92475,34.7005,-8.95575,50.33675,0.50325,19.09375,657.5135,48.28775,131.7265,0.98,0.175,107.9895,47.60625,603.997,0,30.08875,301.4175,0,92.01075,0,0,0,0,0,-9934.875,0,0,0,0,-0.429,356136.783831283,23.145,23.1271615114236,2.20815329114235,1.42671370001404,23.6173469387755,0.204624251176953,2.88245291000025,0.161093002231125,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
160163,"RDDYQ",6.972,0,22.5735,8.4125,16.2635,-2.7168,226.431,26.0585,-17.3525,23.1825,0.232,235.703,225.395,0,10.2205,-2.425,-1.399,-289.9585,24.849,321.959,0,0.0165,-63.2955,0,-207.6155,0,0,0,0,0,3631.181,0,0,0,0,0,149018.858784893,2.47677405582923,2.48434778325123,1.24080175,1.24332362597765,-1.02135012611515,0.13655148345443,-8.14864405842437,0.868497760504301,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
160196,"ALN",26.301,15.49225,0.005,1.495,0.42375,4.5805,53.09,24.07175,5.43425,34.5405,0.03475,33.44375,25.4025,0,28.18125,0.555,2.179,105.1475,48.925,213.088,0,2.239,167.5255,0,99.15125,0,0,0,0,0,0,0,0,0,0,0,80871.823374341,1.73848963093146,1.74365377855888,1.16581818,1.192,3.13241374942605,2.06500234665511,0.413354981778893,0.11159942814676,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
160362,"HERB",4.2945,376.66075,69.13875,0.03775,0,13.0409,0,10.78725,0.83225,155.097,155.097,16.8755,1.18125,0,119.954,0.77,0.74725,1867.50875,87.90475,950.753,5e-04,0,2022.60575,0,246.51525,0,0,0,0,0,0,0,0,0,0,0,21774.111599297,1.11773172231986,5.9682553602812,1.91070632,1,1.45159963937644,3.48498384034551,0.0426423933581717,0.058863794884396,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
160381,"CNCO",140.21375,-785.30725,596.4055,0,847.547,22.806575,992.9935,334.3255,36.784,520.12225,2864.01525,1359.28075,3948.7265,140.41225,1128.76175,2.27,-23.4185,2743.6625,1995.95275,16906.88375,0,720.51875,6687.3705,0,-1059.8435,0,0,0,0,0,0,0,0,0,0,0,63968.1564147627,52.0459910369069,17.9759845342707,1.05292902543058,1.06094179926395,22.9277493554656,0.413116228473819,1.53547795804046,0.0818521270804421,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
162517,"HOGS",11.1956666666667,45.632,22.099,-2.07533333333333,0,12.8634666666667,216.943666666667,132.152666666667,35.82,36.7013333333333,0.0383333333333333,315.954666666667,95.9086666666667,0,76.583,1.50333333333333,4.20533333333333,273.115,123.478333333333,1347.51033333333,0,23.1433333333333,474.212333333333,16.4523333333333,-0.593,0,0,0,0,0,0,0,0,0,0,0,397642.339794755,12.7468814139111,12.7632445838084,1.00001530538198,1.00015979546181,8.47907854583884,0.789553335745764,1.00232736811991,0.117085384395317,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
163579,"NUVM",0.004,0,0.006,0,0,-0.0139,23.987,0,0,76.751,0.001,0.152,0.05,0,-0.406,1e-06,0.198,-25.057,0.002,0.084,0,0,-1.069,0,-0.757,0,0,0,0,0,29.293,0,0,0,0,0,70864.3471001757,0.00869244288224956,1.90914165202109,1.08962364,1,8692.44288224956,0.0905245346869712,-1.10570626753976,0.17399438727783,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
163983,"THS",24.7725,-20.69975,20.78675,12.36925,272.465,31.236475,723.389,37.621,10.515,36.01275,0.36,1.60625,929.1065,0,200.59475,2.515,2.685,402.215,129.80575,2085.76525,0.04125,29.1445,1125.964,0,336.266,0,0,0,0,0,-24908.0895,0,0,0,0,-1.4195,246792.523725835,57.6676713532513,57.5923286467487,1.06269593,1,22.92949159175,0.387679351374149,1.22980130803472,0.0800818232199253,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
164275,"LBMH",2.272,0,18.223,-12.01425,0.19625,0.512025,33.31225,6.55575,2.16375,48.2725,0.0485,0.82275,1.4195,1.04625,5.822,0.0675,-0.3915,-8.338,8.20125,55.91775,0,2.29775,24.86525,0.1575,11.218,0,0,0,0,0,0.019,0,0,0,0,0,103192.44288225,1.66914622144112,1.61995096660808,1.0144097379174,1.01405352297747,24.7280921694981,1.34132025131251,0.584098289781925,0.125054041282513,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.137254901960784,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
164408,"BDBD",9.95175,-1.28075,7.711,0.51225,62.50475,5.553475,545.6475,10.01,2.2985,59.66675,0.006,5.1095,165.16225,0,33.33,-0.42,0.55075,-199.95475,29.161,336.82175,0,0.6465,331.7305,14.30825,17.09225,0,0,0,0,0,7462.6535,0,0,0,0,0,494572.471001757,8.79526274165202,8.79530316344464,218.41619194,1,-20.9411017658381,0.257978084452799,0.821864435136353,-0.078280411358015,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
164700,"CKGT",0.002,4.314,0,0.762,0,2.0297,14.26,2.63,-0.288,22.256,0.022,0.917,0,0,11.317,0.56,3.585,30.891,7.417,36.03,0,1.661,45.225,0,8.66,0,0,0,0,0,0,0,-0.115,0,0,0,34118.3765880218,0.551669237749546,230.249265789474,2.67419224,1,0.985123638838475,3.52574776441566,0.0717081260364842,0.260718629076838,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
165124,"SYUT",26.073,28.7554,44.8698,4.9022,0.2936,1.1065,123.6734,66.4384,10.6358,56.641,0.0058,173.3364,98.1132,0,-0.515199999999999,-0.29,4.8362,-60.9152,45.3608,303.849,0,12.54,63.2824,0,-16.5046,0,0,0.1178,0,0,-61.1168,0,0,0,0,0,65755.2249560633,8.64640509666081,8.66469701230228,1.70352318,1,-29.8151899884855,0.678339520423167,6.02502117492383,-0.255695106380289,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
165510,"SEED",13.8045,-1.0285,2.723,9.984,0.39375,1.788925,62.06025,27.7605,0.0650000000000007,23.241,0,14.617,4.04,0,2.55925,0.05,2.15275,-15.62125,4.1635,85.735,1.86825,0.34825,49.04525,4.8745,-2.9155,0,0,0,0,0,0,0,0,0,0,0,460809.73198594,4.22519305799648,4.23904833040422,1.12034017,1,84.5038611599297,0.913195954044634,2.12210662602393,0.0240084411844164,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
165691,"ROX",1.1572,-1.7696,0.6934,-0.1426,0.0802,0.1215,142.6272,0.832,-0.6206,116.7646,1.1678,0.192,5.39,0.3686,-3.8258,-0.058,-1.0002,-126.6554,6.7882,31.554,0,2.1138,18.0986,0,13.4686,0,0,0,0,0,-1341.3392,0,0,0,0,0,166741.461335677,0.416005711775044,1.30660527240773,1.0220711,1,-7.17251227198352,1.40854104307764,0.801133789353873,-0.317891991645763,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
165702,"SUSS",13.278,0,24.0755,-1.37475,5.8925,16.523075,254.5125,119.3,1.12125,20.2115,0.202,0.65325,465.7915,0,104.08625,1.43,-0.6195,89.28,95.16275,5289.185,328.95825,72.61325,443.92675,5.76875,118.841,0,0,0.56125,0,0,1011.7215,0,0,0,0,0,174279.508787346,32.5084443760984,32.4748112478032,1.86796788,1,22.7331778853835,0.419857636476251,1.7911682501674,0.0615523844868551,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
170527,"POST",13.225,-10.175,11.275,3.9,88.225,19.051875,697.45,116.675,99.075,16.3375,0.15,20.825,942.975,1.35,178.575,-1.5125,-0.175,11.625,66.225,989.475,0,58.5,1572.375,26.7,169.8,0,0,0,0,0,-16091.901,0,0,0,0,0,234283.14375,62.23859375,26.1078822916667,1.1113280399375,1,-41.1494834710744,0.191726713822966,0.962047857540345,-0.0324668097623023,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
170535,"BRFH",0.0806666666666667,0,0.00833333333333333,0.034,0,0.0173666666666667,3.697,1.04633333333333,0.877666666666667,54.2606666666667,0,0.289,0.0643333333333333,0,-1.492,-0.0333333333333333,0,-2.62933333333333,0.03,0.0396666666666667,0,1.95566666666667,1.06766666666667,0,0.594,0,0,0,0,0,0,0,0,0,0,0,77371.875862069,0.489547586206897,0.494972586206897,1.02806935,1,-14.6864275862069,1.80578093306288,0.615672806743678,-1.55010927255698,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
170592,"3MCIG",0,0,0,0.051,0,-0.0042,0.045,0.004,-0.006,50,0.005,0,0,0,-0.107,1e-06,0,-0.26,0,0.05,0,0,-0.21,0,-0.223,0,0,0,0,0,0,0,0,0,0,0,1353102.49425287,0.356978850574713,0.535632643678161,1.22743945,1,356978.850574713,0.0176211453744493,-1.08095238095238,0.509523809523809,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
170898,"BLGX",0.25,0.006,0.032,0.392,2.193,-0.5379,11.011,0.064,-0.155,26.43,0.264,7.605,6.664,0,-4.754,-1.43,0.001,-25.493,0.07,0,0,4.64,-14.218,0,-7.834,0,0,0,0,0,-1868600,0,0,0,0,0,10717.9924242424,1.33431565656566,0.970136868686869,1.13903683,1,-0.933087871724235,0.0258029834699637,-1.04670136446758,1.78421718947813,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
171057,"IFIT",0.3435,0,0.1485,0.226,0,0.2012,4.5375,1.239,0.2285,12.7515,0.1275,1.2075,0,0.182,-0.4355,-0.085,-0.168,-1.653,1.933,10.027,0,0,3.012,0,3.186,0,0,0.043,0,0,-33.0255,0.019,0,0,0.0135,0,3035.15845070423,2.56420774647887,2.13357174295775,1.14640878,1,-30.167149958575,1.8556616194865,1.00863213811421,-0.330345285524568,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.149253731343284,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
175269,"CELH",0.232,0,0,0.195,0,-0.034025,37.2165,0.44575,0.1785,18.5,0.01975,0.0165,5.8875,0,-6.05925,-0.36,0.0045,-41.902,0.9605,8.7865,0,3.286,-4.66575,0,1.136,0,0,0,0,0,0,0,0,0,0,0,18867.6914660831,0.781861342086069,6.85026163384391,2.83292573,1,-2.17183706135019,0.360885062882507,-1.59342013609816,1.39205915447677,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
176161,"CHHE",1.4445,2.442,1.63875,-0.8835,0,0.6449,1.45525,27.60875,5.36125,62.24,0.006,0.34625,0,0,14.7665,0.1775,0.25925,38.6765,8.29075,43.137,0,0,40.13775,0,34.656,0,0,0,0,0,0,0,0,0,0,0,1022.68629173989,0.523170210896309,29.9563448594025,1.43930792,1,2.94743780786653,12.447068538398,0.0754277457007431,0.279350486761216,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
176378,"REED",0.3385,0,0.0615,-0.19325,0,0.27405,23.47425,1.016,-0.0505,11.585,0.001,3.4535,2.7075,0.047,-0.3655,-0.1,0,-20.30425,1.75625,28.16925,0,0.458,3.983,0,2.0325,0,0,-3.32475,0,0,0,0,0,0,0,0,62537.1151142355,3.66102284710018,3.66818664323374,1.01235468,1,-36.6102284710018,0.928729806778587,2.37785588752197,-0.269583228722069,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
176554,"JAMN",0.3618,0,0.0118,-0.17,0.01,0.01246,5.9948,0.3444,0.1696,72.4942,0.0722,0.079,0,0,-2.1976,-0.03,0.0054,-4.9722,0.308,1.5728,0,0.577,1.0948,0,0.4078,0,0,0,0,0,-533.8666,0,0,0,0,0,596125.146748682,0.487971616871705,15.004958172232,1.3894371,1,-16.2657205623902,1.59067207415991,0.630617464377055,-2.46035805626598,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
178413,"FTLF",0.42425,0,0.00425,-0.0155,0,0.171925,26.8335,1.26075,0.567,57.3085,0.57325,0.608,0.4865,0,0.157,0.0375,0.03825,-23.6645,0.96175,14.50425,0,0.3125,4.2005,0,3.26475,0,0,0,518.33325,0,-101.39075,0,0,0,0,0,64237.0237258348,0.531491212653779,0.520507908611599,1.1356331,1,14.1730990041008,2.19984884474196,0.55124389953577,0.0574336388525176,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
178795,"GRO",116.045,-18.698,11.9115,1.8205,0.69325,3.4362,356.498,34.59325,-7.38825,55.383,0,67.7905,93.741,0,4.466,-0.625,11.4675,-166.1905,149.02625,553.51125,28.90775,0,310.94975,0,203.0605,0,0,0,0,0,0,0,0,0,0,0,119935.563268893,1.31017732864675,1.31591546572935,1.00543478,1,-2.0962837258348,1.22002348870395,1.33697406092142,-0.111552590088913,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",3750000
178838,"NPD",22.4915,-6.59975,16.68875,5.0735,0.075,1.873425,166.4895,103.48725,-5.39625,100.68275,0.0255,0,0,38.9105,7.36875,0.0575,2.83825,22.879,18.976,402.00675,75.46225,0.474,189.325,0.069,145.29375,0,0,0,0,0,0,0,0,0,0,0,138167.08172232,2.8482485940246,2.84821388400703,1.66284352991213,1.69232502445948,49.5347581569496,2.27531205032178,0.563441172586822,0.0325168361283507,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
178859,"3RLIA",0.114,0,0.005,-0.041,0,0.0167,4.828,0.01,-0.017,86.823,0.009,0.097,0,0,-1.828,-0.02,0,-3.391,0.042,0.115,0,0.787,1.446,0,-0.001,0,0,0,0,0,100,0,0,0,0,0,12275.1335676626,0.133840509666081,26.0757677065026,1.00362428,1,-6.69202548330404,0.997757847533632,0.308437067773167,-1.39211618257261,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
179624,"CJJD",14.673,2.1064,3.749,2.1282,0.783,2.31896,13.604,4.0188,0.6896,15.0268,0.0152,4.9444,0,0,0.601599999999999,-0.22,0.1052,19.0962,8.4426,75.0296,0,3.1418,32.7232,0,15.0078,0,0,0,0,0,-99.7176,0,0,0,0,0,45579.0079086116,2.07388251318102,1.9735177943761,1.31034643,1,-9.42673869627736,1.72279205041202,0.630439565812634,-0.0812512223743399,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
179894,"URBF",0.014,0,0.00233333333333333,0.0776666666666667,0,-0.0023,0.694,0.0286666666666667,0.01,87.544,0.0876666666666667,0.206333333333333,0,0,-0.554333333333333,-0.00666666666666667,-0.083,-0.973666666666667,0.00333333333333333,0.002,0,0.238,-0.192,0,-0.360666666666667,0,0,0,0,0,-19.754,0,0,0,0,0,119119.108963093,0.245307117750439,5.27285202108963,1.10926378,1,-36.7960676625659,0.113841113841114,-2.11979166666667,3.62152777777778,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
180833,"MJN",141.575,-147.05,133.675,20.9,26.525,-0.284275,-701.475,882.2,122.425,203.225,2.075,173.95,1399.175,229.425,890.75,2.71,-2.725,812.75,378.6,3730.15,0,13.375,-49.2,172.35,536.1,0,0,0,0,0,-4201.757,0,0,0,0,0,1700828.19683656,70.135676625659,70.1193586115993,1.05593272042179,1.0547871214219,25.880323478103,0.627724103167269,-60.4827235772358,-11.2560975609756,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
180866,"MYOS",0.122,0,0.0025,-0.023,0,0.023075,9.76025,1.123,0.11275,84.29925,0.08425,0.2265,0,0,-2.982,-0.0425,0.4235,-7.355,0.21625,1.08225,0,2.34075,2.4895,0,1.12825,0,0,0,0,0,2703.641,0,0,0,0,0,96094.7196836555,1.68415202108963,1.73658466608084,1.01561912,1,-39.6271063785796,2.09424572317263,0.322855995179755,-1.3849166499297,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
181970,"STVF",0.0405,0,0.0025,-0.00325,0,-0.0061,3.26175,0.58425,0.3505,45.373,0.0455,0.06975,0.21425,0,-1.85975,-0.0375,-0.00725,-3.5105,0,0,0,0.9955,-0.20325,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,276336.697635135,0.503525,0.506670777027027,1.07531109,1,-13.4273333333333,0.752257676098736,-4.08610086100861,10.150061500615,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
182497,"KANP",0,-9.53666666666667,19.5896666666667,-2.07133333333333,0,51.0979,5.471,13.4726666666667,-0.888666666666667,1.845,0,0,0,0,-5.187,-2.04666666666667,0.386,88.8046666666667,0.0583333333333333,4.49133333333333,4.26433333333333,0,94.2756666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4182776801406,19.8756282952548,2.75317794376098,1.01154325,1,-9.71121903676946,0,0.429736199160618,-0.0399997171415742,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
183755,"3CAGZ",0.04225,0,0,0.342,0,0.112275,6.862,1.025,-0.1535,19.631,0.002,0.01,0.164,0,-0.676,-0.055,-0.0725,-4.65925,0.30775,0,0,0.1875,2.20475,0,1.2325,0,0,0,0,0,171.48775,0,0,0,0,0,909.234622144112,0.534194200351494,40.6140969683656,1.05497881,1,-9.71262182457262,3.77893368010403,0.174396190044223,-0.480893525343009,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
